County,State,gisjoin,Obama 2012 %,Romney 2012 %,Other 2012 %,Obama 2012 Margin %,Obama 2-Party Margin,Clinton 2016 %,Trump 2016 %,Other 2016 %,Clinton 2016 Margin %,Clinton 2-Party Margin,2012 to 2016 Swing,2012 to 2016 2-Party Swing
Fannin,Georgia,G1301110,0.202455825,0.784366577,0.013177598,-0.581910752,-0.589681335,0.162800542,0.815441924,0.021757535,-0.652641382,-0.667157075,-0.07073063,-0.07747574
Fayette,Georgia,G1301130,0.336975823,0.65009903,0.012925147,-0.313123207,-0.317223366,0.382250094,0.575377998,0.042371907,-0.193127904,-0.201673181,0.119995304,0.115550185
Floyd,Georgia,G1301150,0.293642816,0.692467026,0.013890158,-0.39882421,-0.404441973,0.264649792,0.696775312,0.038574896,-0.43212552,-0.449463529,-0.03330131,-0.045021556
Forsyth,Georgia,G1301170,0.178279967,0.806401488,0.015318545,-0.628121521,-0.637893115,0.238869488,0.711161564,0.049968948,-0.472292076,-0.497133304,0.155829445,0.140759811
Franklin,Georgia,G1301190,0.19312033,0.787683587,0.019196083,-0.594563257,-0.606199921,0.146200894,0.829687132,0.024111974,-0.683486239,-0.700373629,-0.088922982,-0.094173708
Fulton,Georgia,G1301210,0.642832519,0.345041556,0.012125924,0.297790963,0.301446278,0.688588775,0.273030731,0.038380495,0.415558044,0.432143942,0.117767081,0.130697664
Gilmer,Georgia,G1301230,0.177709203,0.81012888,0.012161917,-0.632419677,-0.640205807,0.153840132,0.820245831,0.025914037,-0.6664057,-0.684134384,-0.033986023,-0.043928577
Glascock,Georgia,G1301250,0.132033008,0.851462866,0.016504126,-0.719429858,-0.73150267,0.099280576,0.888489209,0.012230216,-0.789208633,-0.798980335,-0.069778776,-0.067477665
Glynn,Georgia,G1301270,0.360667612,0.630579785,0.008752603,-0.269912172,-0.272295466,0.343665178,0.627849284,0.028485538,-0.284184105,-0.292516598,-0.014271933,-0.020221132
Gordon,Georgia,G1301290,0.203586436,0.781026218,0.015387347,-0.577439782,-0.586463906,0.167783111,0.801255341,0.030961549,-0.63347223,-0.653712171,-0.056032447,-0.067248265
Grady,Georgia,G1301310,0.363878246,0.630481056,0.005640698,-0.26660281,-0.268115166,0.327037881,0.657006404,0.015955715,-0.329968523,-0.335318773,-0.063365713,-0.067203607
Greene,Georgia,G1301330,0.3845969,0.609275502,0.006127598,-0.224678602,-0.22606383,0.361387257,0.620198825,0.018413918,-0.258811568,-0.263666705,-0.034132967,-0.037602875
Gwinnett,Georgia,G1301350,0.446567227,0.538725702,0.014707072,-0.092158475,-0.093534088,0.506053343,0.447685415,0.046261242,0.058367927,0.061199073,0.150526403,0.15473316
Habersham,Georgia,G1301370,0.157161396,0.83095417,0.011884434,-0.673792774,-0.681896731,0.15286585,0.81204211,0.03509204,-0.659176261,-0.683149365,0.014616513,-0.001252635
Hall,Georgia,G1301390,0.2118343,0.773759859,0.014405841,-0.561925559,-0.570138889,0.228873738,0.731787705,0.039338558,-0.502913967,-0.523508018,0.059011592,0.046630871
Hancock,Georgia,G1301410,0.809197652,0.188111546,0.002690802,0.621086106,0.622761835,0.754469274,0.23547486,0.010055866,0.518994413,0.524266366,-0.102091692,-0.098495469
Haralson,Georgia,G1301430,0.172417116,0.813993832,0.013589052,-0.641576716,-0.650415242,0.129875848,0.84397288,0.026151272,-0.714097033,-0.733273056,-0.072520317,-0.082857814
Harris,Georgia,G1301450,0.26762655,0.722946798,0.009426653,-0.455320248,-0.459653239,0.247606351,0.723306266,0.029087383,-0.475699915,-0.489951317,-0.020379667,-0.030298078
Hart,Georgia,G1301470,0.301755862,0.685206603,0.013037535,-0.383450741,-0.388516033,0.255510527,0.720173965,0.024315509,-0.464663438,-0.476243542,-0.081212697,-0.087727509
Heard,Georgia,G1301490,0.227229147,0.757430489,0.015340364,-0.530201342,-0.538461539,0.175941274,0.798010893,0.026047833,-0.622069619,-0.63870654,-0.091868276,-0.100245002
Henry,Georgia,G1301510,0.47890083,0.511873755,0.009225415,-0.032972926,-0.033279947,0.506824211,0.462952838,0.030222951,0.043871373,0.045238617,0.076844298,0.078518564
Houston,Georgia,G1301530,0.391036241,0.597044233,0.011919526,-0.206007992,-0.208493132,0.375389071,0.589723531,0.034887398,-0.21433446,-0.222082334,-0.008326467,-0.013589203
Irwin,Georgia,G1301550,0.307630089,0.684281478,0.008088434,-0.376651389,-0.379722751,0.242779292,0.740054496,0.017166213,-0.497275204,-0.505960632,-0.120623816,-0.126237881
Jackson,Georgia,G1301570,0.17878839,0.807247722,0.013963888,-0.628459332,-0.637359346,0.165171019,0.801176903,0.033652078,-0.636005885,-0.658154139,-0.007546553,-0.020794793
Jasper,Georgia,G1301590,0.305919416,0.685790085,0.008290499,-0.379870668,-0.383046313,0.255417701,0.721257237,0.023325062,-0.465839537,-0.47696477,-0.085968869,-0.093918456
Jeff Davis,Georgia,G1301610,0.238943029,0.748875562,0.012181409,-0.509932534,-0.516220831,0.176805338,0.80533752,0.017857143,-0.628532182,-0.63996004,-0.118599648,-0.123739209
Jefferson,Georgia,G1301630,0.583858591,0.410934503,0.005206906,0.172924089,0.173829201,0.54836395,0.439580941,0.012055109,0.108783008,0.110110401,-0.064141081,-0.0637188
Jenkins,Georgia,G1301650,0.438938053,0.556637168,0.004424779,-0.117699115,-0.118222222,0.367473822,0.620091623,0.012434555,-0.252617801,-0.255798542,-0.134918686,-0.13757632
Johnson,Georgia,G1301670,0.345970308,0.646871686,0.007158006,-0.300901379,-0.303070761,0.308193163,0.683396636,0.008410201,-0.375203473,-0.378385773,-0.074302094,-0.075315012
Jones,Georgia,G1301690,0.353077241,0.639735646,0.007187113,-0.286658406,-0.288733566,0.315592383,0.661700263,0.022707354,-0.34610788,-0.354149682,-0.059449474,-0.065416116
Lamar,Georgia,G1301710,0.342729189,0.64528451,0.011986301,-0.302555321,-0.306225837,0.298213347,0.681818182,0.019968471,-0.383604835,-0.391420912,-0.081049513,-0.085195075
Lanier,Georgia,G1301730,0.374831763,0.612382234,0.012786003,-0.237550471,-0.24062713,0.280738419,0.691048415,0.028213166,-0.410309997,-0.422222222,-0.172759526,-0.181595092
Laurens,Georgia,G1301750,0.383238115,0.609569476,0.00719241,-0.226331361,-0.227971022,0.345724526,0.635483871,0.018791603,-0.289759345,-0.295308668,-0.063427984,-0.067337646
Lee,Georgia,G1301770,0.234517171,0.756824186,0.008658644,-0.522307015,-0.526868986,0.22413915,0.752739871,0.023120979,-0.528600721,-0.541111755,-0.006293706,-0.014242769
Liberty,Georgia,G1301790,0.646691404,0.344155844,0.009152752,0.30253556,0.305330171,0.591959363,0.379978938,0.028061699,0.211980425,0.218100701,-0.090555135,-0.08722947
Lincoln,Georgia,G1301810,0.358337099,0.634206959,0.007455942,-0.27586986,-0.277942181,0.310336421,0.672598732,0.017064846,-0.362262311,-0.368551587,-0.086392451,-0.090609407
Long,Georgia,G1301830,0.379274066,0.606522883,0.014203051,-0.227248816,-0.230522946,0.330337625,0.63784309,0.031819286,-0.307505465,-0.317611641,-0.080256649,-0.087088695
Lowndes,Georgia,G1301850,0.446380663,0.544931906,0.008687431,-0.098551243,-0.099414903,0.398465811,0.572278799,0.02925539,-0.173812988,-0.1790512,-0.075261745,-0.079636297
Lumpkin,Georgia,G1301870,0.188445667,0.792939019,0.018615314,-0.604493352,-0.615959634,0.178672032,0.77416499,0.047162978,-0.595492958,-0.624968325,0.009000394,-0.009008691
Macon,Georgia,G1301930,0.671616817,0.323154152,0.005229032,0.348462665,0.350294365,0.630977374,0.359225566,0.009797061,0.271751808,0.274440518,-0.076710857,-0.075853847
Madison,Georgia,G1301950,0.224603746,0.760356628,0.015039625,-0.535752882,-0.543933437,0.20211702,0.766877813,0.031005168,-0.564760794,-0.582831584,-0.029007912,-0.038898147
Marion,Georgia,G1301970,0.445425868,0.546687697,0.007886435,-0.10126183,-0.102066773,0.380250784,0.602194357,0.017554859,-0.221943574,-0.225909381,-0.120681744,-0.123842608
Mcduffie,Georgia,G1301890,0.421601334,0.570788157,0.007610509,-0.149186822,-0.150330917,0.399115235,0.586102719,0.014782046,-0.186987484,-0.189793013,-0.037800661,-0.039462096
Mcintosh,Georgia,G1301910,0.451663775,0.537612364,0.010723861,-0.085948589,-0.086880281,0.390140607,0.590716585,0.019142809,-0.200575978,-0.204490501,-0.11462739,-0.11761022
Meriwether,Georgia,G1301990,0.467508636,0.52417962,0.008311744,-0.056670984,-0.057145967,0.412715634,0.566561788,0.020722578,-0.153846154,-0.157101706,-0.097175169,-0.099955739
Miller,Georgia,G1302010,0.307027027,0.686486487,0.006486486,-0.37945946,-0.381936888,0.244889937,0.74331761,0.011792453,-0.498427673,-0.504375497,-0.118968214,-0.122438609
Mitchell,Georgia,G1302050,0.493172205,0.502114804,0.004712991,-0.008942598,-0.008984944,0.443274112,0.543020305,0.013705584,-0.099746193,-0.10113227,-0.090803595,-0.092147326
Monroe,Georgia,G1302070,0.308300073,0.681029568,0.010670359,-0.372729494,-0.376749547,0.281469221,0.696145661,0.022385119,-0.414676441,-0.424171571,-0.041946946,-0.047422024
Montgomery,Georgia,G1302090,0.296189979,0.694676409,0.009133612,-0.39848643,-0.4021596,0.236856823,0.746644295,0.016498881,-0.509787472,-0.518339494,-0.111301042,-0.116179894
Morgan,Georgia,G1302110,0.304973967,0.685277501,0.009748532,-0.380303534,-0.384047433,0.281055409,0.692242744,0.026701847,-0.411187335,-0.422468011,-0.030883801,-0.038420579
Murray,Georgia,G1302130,0.226620309,0.7526968,0.020682892,-0.526076491,-0.537187073,0.144485471,0.830069032,0.025445497,-0.685583561,-0.703484062,-0.15950707,-0.166296989
Muscogee,Georgia,G1302150,0.602991374,0.3896435,0.007365126,0.213347875,0.214930868,0.577282999,0.390775293,0.031941708,0.186507707,0.192661649,-0.026840168,-0.022269219
Newton,Georgia,G1302170,0.505412407,0.485312486,0.009275108,0.020099921,0.020288096,0.498851934,0.475435924,0.025712142,0.023416009,0.024033974,0.003316088,0.003745878
Oconee,Georgia,G1302190,0.248133805,0.735140596,0.016725599,-0.487006791,-0.495290827,0.276986451,0.666286168,0.056727381,-0.389299717,-0.412711775,0.097707074,0.082579052
Oglethorpe,Georgia,G1302210,0.305117169,0.677666188,0.017216643,-0.37254902,-0.379075426,0.274348217,0.692987714,0.03266407,-0.418639497,-0.432775712,-0.046090477,-0.053700287
Paulding,Georgia,G1302230,0.275701667,0.711615185,0.012683148,-0.435913518,-0.441513296,0.277777778,0.688272461,0.033949761,-0.410494683,-0.424920637,0.025418834,0.016592659
Peach,Georgia,G1302250,0.533865926,0.459100382,0.007033692,0.074765544,0.075295146,0.474330357,0.50344122,0.022228423,-0.029110863,-0.029772662,-0.103876407,-0.105067809
Pickens,Georgia,G1302270,0.155757098,0.831782334,0.012460568,-0.676025237,-0.684555183,0.140974498,0.829961533,0.029063969,-0.688987035,-0.709611152,-0.012961799,-0.025055969
Pierce,Georgia,G1302290,0.164183465,0.827782647,0.008033888,-0.663599182,-0.668973642,0.123512515,0.861988784,0.014498701,-0.738476269,-0.749340736,-0.074877087,-0.080367094
Pike,Georgia,G1302310,0.167221606,0.822296214,0.01048218,-0.655074609,-0.662013958,0.142120344,0.834154728,0.023724928,-0.692034384,-0.708851843,-0.036959775,-0.046837885
Polk,Georgia,G1302330,0.265652557,0.720972957,0.013374486,-0.4553204,-0.461492626,0.201688357,0.774815336,0.023496307,-0.573126979,-0.586917369,-0.117806579,-0.125424743
Pulaski,Georgia,G1302350,0.331070071,0.66376969,0.005160239,-0.33269962,-0.334425335,0.306241332,0.676005548,0.017753121,-0.369764216,-0.376447331,-0.037064597,-0.042021997
Putnam,Georgia,G1302370,0.317284754,0.673931902,0.008783344,-0.356647148,-0.359807461,0.290682968,0.689713322,0.01960371,-0.399030354,-0.407009245,-0.042383206,-0.047201784
Quitman,Georgia,G1302390,0.542553192,0.45212766,0.005319149,0.090425532,0.090909091,0.441570881,0.550766284,0.007662835,-0.109195402,-0.11003861,-0.199620934,-0.200947701
Rabun,Georgia,G1302410,0.208897226,0.771003618,0.020099156,-0.562106392,-0.573635991,0.180680681,0.786661662,0.032657658,-0.605980981,-0.626439012,-0.043874589,-0.052803021
Randolph,Georgia,G1302430,0.57880968,0.415631132,0.005559189,0.163178548,0.16409076,0.55122456,0.438427044,0.010348396,0.112797516,0.113976996,-0.050381032,-0.050113764
Richmond,Georgia,G1302450,0.665148064,0.327069096,0.00778284,0.338078967,0.340730821,0.64641462,0.3239224,0.029662981,0.32249222,0.332350734,-0.015586747,-0.008380087
Rockdale,Georgia,G1302470,0.578259157,0.412655901,0.009084942,0.165603256,0.167121545,0.614090681,0.355911167,0.029998152,0.258179514,0.26616394,0.092576258,0.099042395
Schley,Georgia,G1302490,0.256292906,0.735697941,0.008009153,-0.479405034,-0.483275663,0.210057622,0.771084337,0.018858041,-0.561026716,-0.571809931,-0.081621681,-0.088534267
Screven,Georgia,G1302510,0.454754098,0.538852459,0.006393443,-0.084098361,-0.084639498,0.402449694,0.578302712,0.019247594,-0.175853018,-0.179304193,-0.091754658,-0.094664694
Seminole,Georgia,G1302530,0.392146458,0.595648713,0.012204829,-0.203502255,-0.206016653,0.331382386,0.653567447,0.015050167,-0.322185061,-0.327108093,-0.118682806,-0.12109144
Spalding,Georgia,G1302550,0.39453125,0.594347895,0.011120855,-0.199816645,-0.202063767,0.364028945,0.608699035,0.02727202,-0.24467009,-0.251529817,-0.044853445,-0.049466049
Stephens,Georgia,G1302570,0.224363024,0.760265319,0.015371657,-0.535902295,-0.544268606,0.187162506,0.783087112,0.029750382,-0.595924605,-0.614197207,-0.06002231,-0.069928601
Stewart,Georgia,G1302590,0.637283237,0.358863199,0.003853565,0.278420039,0.279497099,0.593780369,0.391156463,0.015063168,0.202623907,0.205722743,-0.075796132,-0.073774356
Sumter,Georgia,G1302610,0.538838644,0.454568507,0.006592849,0.084270138,0.084829405,0.503007108,0.480772736,0.016220157,0.022234372,0.022600963,-0.062035766,-0.062228442
Talbot,Georgia,G1302630,0.648811229,0.34431395,0.006874821,0.304497279,0.306605134,0.616759088,0.368453481,0.014787431,0.248305607,0.25203252,-0.056191672,-0.054572614
Taliaferro,Georgia,G1302650,0.660436137,0.335410177,0.004153686,0.325025961,0.326381648,0.607580825,0.389074693,0.003344482,0.218506132,0.219239374,-0.106519829,-0.107142274
Tattnall,Georgia,G1302670,0.284535773,0.705864707,0.00959952,-0.421328934,-0.425412691,0.243517311,0.738229755,0.018252934,-0.494712444,-0.503910285,-0.07338351,-0.078497594
Taylor,Georgia,G1302690,0.444318824,0.550593556,0.00508762,-0.106274732,-0.106818182,0.38028169,0.605633803,0.014084507,-0.225352113,-0.228571429,-0.119077381,-0.121753247
Telfair,Georgia,G1302710,0.416282288,0.57195572,0.011761993,-0.155673432,-0.157526254,0.345890411,0.645416228,0.008693361,-0.299525817,-0.302152538,-0.143852385,-0.144626283
Terrell,Georgia,G1302730,0.578444748,0.417007731,0.004547522,0.161437017,0.162174509,0.541179279,0.447362139,0.011458582,0.09381714,0.094904612,-0.067619877,-0.067269896
Thomas,Georgia,G1302750,0.403788319,0.58861394,0.007597742,-0.184825621,-0.186240629,0.379853207,0.597170514,0.022976279,-0.217317307,-0.222427872,-0.032491685,-0.036187242
Tift,Georgia,G1302770,0.334601853,0.659510304,0.005887844,-0.324908451,-0.326832792,0.305717702,0.674027709,0.020254589,-0.368310008,-0.375924198,-0.043401557,-0.049091406
Toombs,Georgia,G1302790,0.293878425,0.698202055,0.007919521,-0.40432363,-0.407551241,0.255854673,0.723900197,0.02024513,-0.468045524,-0.477716966,-0.063721894,-0.070165726
Towns,Georgia,G1302810,0.204958944,0.785058767,0.009982289,-0.580099823,-0.585948935,0.178888232,0.795830869,0.025280899,-0.616942638,-0.632944032,-0.036842815,-0.046995097
Treutlen,Georgia,G1302830,0.390545455,0.600727273,0.008727273,-0.210181818,-0.212032282,0.318904921,0.669256382,0.011838698,-0.350351461,-0.354548858,-0.140169643,-0.142516576
Troup,Georgia,G1302850,0.405872393,0.58412222,0.010005388,-0.178249827,-0.18005131,0.371988817,0.603194056,0.024817127,-0.231205239,-0.23708911,-0.052955412,-0.0570378
Turner,Georgia,G1302870,0.424276482,0.569822984,0.005900534,-0.145546502,-0.146410401,0.366686286,0.616539141,0.016774573,-0.249852855,-0.254115534,-0.104306353,-0.107705133
Twiggs,Georgia,G1302890,0.540218943,0.453831509,0.005949548,0.086387435,0.086904477,0.485587583,0.501355014,0.013057403,-0.01576743,-0.015976036,-0.102154865,-0.102880513
Union,Georgia,G1302910,0.193067966,0.791858471,0.015073563,-0.598790505,-0.607954546,0.162729006,0.816712261,0.020558733,-0.653983255,-0.667710537,-0.05519275,-0.059755992
Upson,Georgia,G1302930,0.351504928,0.641924887,0.006570186,-0.290419959,-0.292340692,0.317815987,0.666910554,0.015273459,-0.349094567,-0.354509148,-0.058674608,-0.062168457
Walker,Georgia,G1302950,0.240865912,0.742007673,0.017126416,-0.501141761,-0.509874076,0.175947571,0.791033562,0.033018868,-0.615085991,-0.636088927,-0.11394423,-0.126214851
Walton,Georgia,G1302970,0.21663299,0.771987664,0.011379347,-0.555354674,-0.561746988,0.203744656,0.764779596,0.031475748,-0.56103494,-0.579267829,-0.005680266,-0.017520841
Ware,Georgia,G1302990,0.326660524,0.665131083,0.008208393,-0.338470559,-0.341271852,0.282337492,0.698703217,0.018959291,-0.416365726,-0.424412281,-0.077895167,-0.083140429
Warren,Georgia,G1303010,0.60530483,0.391923991,0.00277118,0.213380839,0.213973799,0.562982005,0.424592973,0.012425021,0.138389032,0.140130152,-0.074991808,-0.073843647
Washington,Georgia,G1303030,0.535195277,0.458106267,0.006698456,0.07708901,0.07760887,0.496395225,0.490367569,0.013237206,0.006027656,0.006108516,-0.071061354,-0.071500354
Wayne,Georgia,G1303050,0.252799688,0.735904178,0.011296134,-0.483104489,-0.488624052,0.196004994,0.782963603,0.021031403,-0.586958609,-0.599568374,-0.10385412,-0.110944322
Webster,Georgia,G1303070,0.49031171,0.50631845,0.00336984,-0.01600674,-0.016060862,0.423835125,0.564516129,0.011648746,-0.140681004,-0.142339075,-0.124674264,-0.126278213
Wheeler,Georgia,G1303090,0.357407407,0.632407407,0.010185185,-0.275,-0.277829747,0.307326356,0.676022835,0.016650809,-0.36869648,-0.374939526,-0.09369648,-0.097109778
White,Georgia,G1303110,0.159324943,0.824847445,0.015827613,-0.665522502,-0.676225538,0.141588429,0.825594181,0.03281739,-0.684005752,-0.707214692,-0.01848325,-0.030989154
Whitfield,Georgia,G1303130,0.268269088,0.718298854,0.013432058,-0.450029766,-0.456156892,0.258888382,0.702492009,0.03861961,-0.443603627,-0.461423628,0.006426139,-0.005266735
Wilcox,Georgia,G1303150,0.338766379,0.656120166,0.005113455,-0.317353787,-0.318984902,0.286290323,0.704301075,0.009408602,-0.418010753,-0.421981004,-0.100656966,-0.102996102
Wilkes,Georgia,G1303170,0.438353287,0.553455157,0.008191556,-0.115101869,-0.11605252,0.411948284,0.573339278,0.014712439,-0.161390994,-0.163800905,-0.046289125,-0.047748385
Wilkinson,Georgia,G1303190,0.49011236,0.504719101,0.005168539,-0.014606742,-0.014682629,0.441800793,0.544203406,0.013995801,-0.102402613,-0.103856163,-0.087795871,-0.089173533
Worth,Georgia,G1303210,0.295403255,0.697113672,0.007483074,-0.401710417,-0.40473911,0.243520193,0.741651597,0.01482821,-0.498131405,-0.505628977,-0.096420988,-0.100889867
Hawaii,Hawaii,G1500010,0.744224162,0.232499133,0.023276704,0.511725029,0.523920164,0.636055313,0.269798203,0.094146484,0.366257111,0.404322669,-0.145467919,-0.119597496
Honolulu,Hawaii,G1500030,0.688641985,0.298107447,0.013250568,0.390534538,0.395778833,0.614773085,0.316057245,0.06916967,0.29871584,0.320913308,-0.091818698,-0.074865525
Kauai,Hawaii,G1500070,0.734707552,0.241250197,0.024042251,0.493457355,0.50561344,0.624871844,0.287602051,0.087526106,0.337269793,0.369621307,-0.156187562,-0.135992133
Maui,Hawaii,G1500090,0.74100261,0.238464226,0.020533163,0.502538384,0.513073404,0.644527866,0.258850708,0.096621427,0.385677159,0.426927503,-0.116861226,-0.086145901
Ada,Idaho,G1600010,0.427242919,0.540327673,0.032429409,-0.113084754,-0.116874939,0.386760294,0.479135683,0.134104023,-0.092375389,-0.106681855,0.020709365,0.010193084
Adams,Idaho,G1600030,0.280097087,0.68592233,0.033980583,-0.405825243,-0.420100503,0.19010536,0.712780577,0.097114063,-0.522675218,-0.578893963,-0.116849975,-0.15879346
Bannock,Idaho,G1600050,0.374758934,0.595859331,0.029381736,-0.221100397,-0.227793361,0.309492459,0.51412497,0.176382571,-0.204632511,-0.248455781,0.016467886,-0.020662419
Bear Lake,Idaho,G1600070,0.107016301,0.881998583,0.010985117,-0.774982282,-0.783590111,0.087090164,0.75239071,0.160519126,-0.665300546,-0.792514239,0.109681736,-0.008924128
Benewah,Idaho,G1600090,0.29969104,0.66838311,0.03192585,-0.36869207,-0.380851064,0.183990442,0.741457587,0.074551971,-0.557467145,-0.60237542,-0.188775075,-0.221524356
Bingham,Idaho,G1600110,0.217122082,0.763506221,0.019371698,-0.546384139,-0.557177616,0.175879699,0.65606015,0.16806015,-0.480180451,-0.577181693,0.066203688,-0.020004078
Blaine,Idaho,G1600130,0.587796743,0.386403767,0.02579949,0.201392976,0.206726412,0.598284222,0.311450951,0.090264827,0.286833271,0.315293153,0.085440295,0.108566741
Boise,Idaho,G1600150,0.305660377,0.66298984,0.031349782,-0.357329463,-0.368894216,0.203723125,0.700839014,0.095437861,-0.497115889,-0.549565218,-0.139786426,-0.180671001
Bonner,Idaho,G1600170,0.350668969,0.613239102,0.036091929,-0.262570134,-0.272401634,0.277849401,0.637110252,0.085040348,-0.359260851,-0.392652124,-0.096690717,-0.12025049
Bonneville,Idaho,G1600190,0.229167149,0.746904867,0.023927985,-0.517737718,-0.530429835,0.201940255,0.603762918,0.194296827,-0.401822663,-0.498722951,0.115915054,0.031706884
Boundary,Idaho,G1600210,0.269586268,0.690580986,0.039832746,-0.420994718,-0.438459775,0.18070889,0.733875654,0.085415456,-0.553166764,-0.604828463,-0.132172045,-0.166368687
Butte,Idaho,G1600230,0.200622084,0.778382582,0.020995334,-0.577760498,-0.590150913,0.130081301,0.743089431,0.126829268,-0.61300813,-0.702048417,-0.035247632,-0.111897504
Camas,Idaho,G1600250,0.275086505,0.69550173,0.029411765,-0.420415225,-0.43315508,0.186440678,0.694915254,0.118644068,-0.508474576,-0.576923077,-0.088059351,-0.143767997
Canyon,Idaho,G1600270,0.300590104,0.671342109,0.028067786,-0.370752005,-0.381458706,0.231957134,0.648787525,0.119255341,-0.416830391,-0.473270416,-0.046078386,-0.091811709
Caribou,Idaho,G1600290,0.126474443,0.854521625,0.019003932,-0.728047182,-0.742150969,0.089291598,0.749588138,0.161120264,-0.66029654,-0.787117046,0.067750642,-0.044966078
Cassia,Idaho,G1600310,0.13077656,0.852072415,0.017151024,-0.721295855,-0.733882695,0.12668134,0.727439472,0.145879188,-0.600758132,-0.703364352,0.120537724,0.030518343
Clark,Idaho,G1600330,0.201219512,0.716463415,0.082317073,-0.515243902,-0.561461794,0.155477032,0.717314488,0.127208481,-0.561837456,-0.643724696,-0.046593553,-0.082262902
Clearwater,Idaho,G1600350,0.279220779,0.6875,0.033279221,-0.408279221,-0.422334173,0.185214417,0.750328861,0.064456722,-0.565114444,-0.604049494,-0.156835223,-0.181715321
Custer,Idaho,G1600370,0.225340136,0.741496599,0.033163265,-0.516156463,-0.533861038,0.176884838,0.736122618,0.086992544,-0.55923778,-0.612522686,-0.043081317,-0.078661648
Elmore,Idaho,G1600390,0.314085739,0.653293338,0.032620922,-0.339207599,-0.350645995,0.212860831,0.682468904,0.104670265,-0.469608073,-0.524508519,-0.130400474,-0.173862524
Franklin,Idaho,G1600410,0.058035714,0.927678571,0.014285714,-0.869642857,-0.882246377,0.07001273,0.709401709,0.220585561,-0.63938898,-0.82034531,0.230253877,0.061901066
Fremont,Idaho,G1600430,0.139607032,0.845742847,0.014650121,-0.706135815,-0.716634599,0.113910761,0.715660542,0.170428696,-0.601749781,-0.725374394,0.104386034,-0.008739795
Gem,Idaho,G1600450,0.261281709,0.709078772,0.029639519,-0.447797063,-0.461474959,0.154513452,0.751822982,0.093663566,-0.59730953,-0.659037314,-0.149512467,-0.197562356
Gooding,Idaho,G1600470,0.251465416,0.722157093,0.026377491,-0.470691676,-0.483443709,0.179156232,0.721055673,0.099788095,-0.541899441,-0.601968757,-0.071207765,-0.118525048
Idaho,Idaho,G1600490,0.217940539,0.755518693,0.026540768,-0.537578155,-0.552234893,0.145269039,0.782339366,0.072391595,-0.637070327,-0.686788006,-0.099492172,-0.134553113
Jefferson,Idaho,G1600510,0.114489061,0.869431509,0.016079431,-0.754942448,-0.767279871,0.085054466,0.735163399,0.179782135,-0.650108933,-0.792605185,0.104833516,-0.025325313
Jerome,Idaho,G1600530,0.254303248,0.719054034,0.026642718,-0.464750786,-0.477471936,0.196859725,0.687898089,0.115242186,-0.491038365,-0.554997489,-0.026287579,-0.077525553
Kootenai,Idaho,G1600550,0.315086582,0.658236946,0.026676473,-0.343150364,-0.352555296,0.245272206,0.670321219,0.084406575,-0.425049012,-0.46423336,-0.081898648,-0.111678064
Latah,Idaho,G1600570,0.495614297,0.452831315,0.051554389,0.042782982,0.045108525,0.445330986,0.399768888,0.154900127,0.045562098,0.05391327,0.002779115,0.008804745
Lemhi,Idaho,G1600590,0.233576642,0.736982968,0.029440389,-0.503406326,-0.51867636,0.178955078,0.735107422,0.0859375,-0.556152344,-0.608440171,-0.052746018,-0.089763811
Lewis,Idaho,G1600610,0.24535316,0.726765799,0.027881041,-0.481412639,-0.495219885,0.169811321,0.755974843,0.074213836,-0.586163522,-0.633152174,-0.104750883,-0.137932289
Lincoln,Idaho,G1600630,0.282190132,0.686522262,0.031287605,-0.40433213,-0.417391304,0.205949657,0.677345538,0.116704806,-0.471395881,-0.533678756,-0.067063751,-0.116287452
Madison,Idaho,G1600650,0.05772967,0.932903136,0.009367194,-0.875173467,-0.883448904,0.076555329,0.569926058,0.353518613,-0.493370729,-0.763163084,0.381802737,0.12028582
Minidoka,Idaho,G1600670,0.199340313,0.780438836,0.020220852,-0.581098523,-0.593091335,0.169844273,0.711250182,0.118905545,-0.541405909,-0.614469772,0.039692614,-0.021378437
Nez Perce,Idaho,G1600690,0.382894112,0.591583571,0.025522317,-0.208689459,-0.214155196,0.280681356,0.621998721,0.097319923,-0.341317365,-0.378115541,-0.132627907,-0.163960345
Oneida,Idaho,G1600710,0.103877453,0.879846817,0.01627573,-0.775969363,-0.788807786,0.088974855,0.74032882,0.170696325,-0.651353965,-0.785422741,0.124615398,0.003385045
Owyhee,Idaho,G1600730,0.223684211,0.750268529,0.026047261,-0.526584318,-0.540667218,0.150573248,0.777579618,0.071847134,-0.627006369,-0.675542136,-0.100422052,-0.134874918
Payette,Idaho,G1600750,0.267333726,0.706768688,0.025897587,-0.439434962,-0.451117825,0.173138787,0.745519302,0.081341912,-0.572380515,-0.623061531,-0.132945553,-0.171943706
Power,Idaho,G1600770,0.338270754,0.644161213,0.017568033,-0.305890458,-0.311360449,0.253444525,0.604060914,0.142494561,-0.350616389,-0.408879493,-0.044725931,-0.097519044
Shoshone,Idaho,G1600790,0.442307692,0.524281274,0.033411033,-0.081973582,-0.084807074,0.2703125,0.643945313,0.085742188,-0.373632813,-0.40867336,-0.291659231,-0.323866286
Teton,Idaho,G1600810,0.425823568,0.543444616,0.030731815,-0.117621048,-0.121350365,0.433882637,0.435490354,0.13062701,-0.001607717,-0.001849283,0.116013331,0.119501082
