FIPS,gisjoin,state,county,total_votes,dem_margin,CVAP,median_age,bachelor %,median_income,rural %,white %,black %,native %,asian %,hispanic %,evangelical,protestant,catholic,mormon
20127,G2001270,Kansas,Morris,2562,-0.411787666,4560,47.3,0.17103709,45000,1,0.962719298,0.000877193,0.003289474,0.002192982,0.01754386,0.160219,0.26541,0.151949,0
20129,G2001290,Kansas,Morton,1278,-0.690923318,2150,39.4,0.190140845,44198,1,0.865116279,0.013953488,0.013953488,0.009302326,0.093023256,0.198889,0.127439,0.13424,0
20131,G2001310,Kansas,Nemaha,5026,-0.582968564,7530,42.4,0.174589456,46901,0.752,0.972775564,0.011288181,0.003984064,0,0.007304117,0.19031,0.14728,0.40931,0
20133,G2001330,Kansas,Neosho,6480,-0.342901235,12290,40.2,0.164868325,40829,0.451,0.938974776,0.014239219,0.002847844,0.001220504,0.023189585,0.181689,0.210449,0.151409,0
20135,G2001350,Kansas,Ness,1444,-0.686288089,2415,50.9,0.190496394,47870,1,0.971014493,0.004140787,0.001656315,0,0.022774327,0.08948,0.43997,0.421949,0
20137,G2001370,Kansas,Norton,2325,-0.63655914,4460,43.4,0.156635243,42776,0.49,0.905829596,0.039237668,0.003363229,0,0.032511211,0.326399,0.1423,0.108799,0
20139,G2001390,Kansas,Osage,6906,-0.312626701,12170,42.6,0.200950076,50243,0.835,0.963845522,0.002875924,0.005751849,0.002054232,0.016433854,0.1579,0.19558,0.058789,0
20141,G2001410,Kansas,Osborne,1838,-0.628400435,3040,47.6,0.189323843,38561,1,0.976973684,0.001315789,0.001315789,0.001315789,0.009868421,0.229129,0.26542,0.09539,0
20143,G2001430,Kansas,Ottawa,2933,-0.592226389,4550,42.3,0.202265754,53497,1,0.967032967,0.007692308,0.002197802,0,0.014285714,0.10245,0.22968,0.07273,0
20145,G2001450,Kansas,Pawnee,2608,-0.428680982,5360,42,0.232553324,44106,0.317,0.894589552,0.05130597,0,0,0.037313433,0.145129,0.216979,0.1675,0
20147,G2001470,Kansas,Phillips,2565,-0.683430799,4200,45.7,0.18524173,42838,0.538,0.972619048,0.002380952,0.002380952,0.002380952,0.011904762,0.270829,0.346149,0.07675,0.045549
20149,G2001490,Kansas,Pottawatomie,9479,-0.471463235,15065,35.1,0.285410557,56775,0.589,0.942250249,0.009624959,0.005310322,0.008297378,0.024560239,0.092069,0.12331,0.13058,0
20151,G2001510,Kansas,Pratt,3801,-0.471191792,7290,40.5,0.239140589,43880,0.322,0.947187929,0.013717421,0.003429355,0.000548697,0.024691358,0.15783,0.20246,0.1714,0.01719
20153,G2001530,Kansas,Rawlins,1444,-0.715373961,2045,50.8,0.20984456,40896,1,0.97799511,0.00195599,0.00195599,0,0.012224939,0.18936,0.1973,0.246919,0
20155,G2001550,Kansas,Reno,24422,-0.312546065,48380,40,0.193331945,43649,0.313,0.897788342,0.028524184,0.00547747,0.003720546,0.050744109,0.25434,0.141169,0.10851,0.0119
20157,G2001570,Kansas,Republic,2686,-0.616902457,3990,50.8,0.196576625,41000,1,0.98245614,0.001002506,0.002506266,0.002506266,0.007518797,0.133129,0.417069,0.08775,0
20159,G2001590,Kansas,Rice,3681,-0.479489269,7465,38.7,0.205779468,45703,0.638,0.91493637,0.002009377,0.007367716,0.008037508,0.055592766,0.133289,0.32173,0.10909,0
20161,G2001610,Kansas,Riley,21101,-0.119899531,55640,24.3,0.453844817,43364,0.138,0.854870597,0.051312006,0.00449317,0.018242272,0.050862689,0.12858,0.105769,0.083859,0.018449
20163,G2001630,Kansas,Rooks,2460,-0.681707317,4035,44.4,0.201849837,41123,1,0.957868649,0.006195787,0.000991326,0.003717472,0.007434944,0.265389,0.18684,0.23528,0
20165,G2001650,Kansas,Rush,1570,-0.508917198,2640,49,0.179655455,41306,1,0.981060606,0.001515152,0.007575758,0,0.003787879,0.072569,0.335949,0.356209,0
20167,G2001670,Kansas,Russell,3200,-0.6125,5515,47.1,0.194449873,40551,0.411,0.948322756,0.011786038,0.002719855,0,0.013599275,0.0495,0.40947,0.14749,0
20169,G2001690,Kansas,Saline,21496,-0.316337923,40110,37.9,0.246966786,47339,0.146,0.888805784,0.031787584,0.004487659,0.008726003,0.055098479,0.145449,0.176469,0.13137,0.01628
20171,G2001710,Kansas,Scott,2052,-0.70711501,3215,43.8,0.249127907,58520,0.261,0.919129082,0.001244168,0.00933126,0,0.052877138,0.164909,0.508509,0.155389,0.039909
20173,G2001730,Kansas,Sedgwick,182895,-0.188791383,341210,34.4,0.284602601,49885,0.077,0.78672958,0.084258961,0.006945869,0.028354972,0.069678497,0.20952,0.098719,0.149689,0.013539
20175,G2001750,Kansas,Seward,5176,-0.410935085,10775,29,0.128228997,47731,0.114,0.614385151,0.045011601,0.007888631,0.028306265,0.298839907,0.153009,0.04531,0.22856,0.0166
20177,G2001770,Kansas,Shawnee,76508,-0.010547917,129345,38.4,0.286268281,47992,0.158,0.823727241,0.07766052,0.009277514,0.006996792,0.061734122,0.15758,0.115689,0.14208,0.01692
20179,G2001790,Kansas,Sheridan,1342,-0.734724292,1950,46.6,0.204737733,49125,1,0.982051282,0.002051282,0,0,0.012820513,0.177229,0.25156,0.321209,0
20181,G2001810,Kansas,Sherman,2623,-0.53335875,4565,41.1,0.147341298,42642,0.242,0.91456736,0.009857612,0,0.004381161,0.067907996,0.178699,0.241259,0.104989,0
20183,G2001830,Kansas,Smith,2023,-0.625803263,3095,50.4,0.146473169,44798,1,0.972536349,0.001292407,0.004846527,0.003231018,0.011308562,0.30236,0.43654,0.039189,0
20185,G2001850,Kansas,Stafford,1839,-0.533442088,3200,45.7,0.207614709,43232,1,0.934375,0.0046875,0.009375,0.003125,0.0421875,0.188419,0.305839,0.0737,0
20187,G2001870,Kansas,Stanton,759,-0.608695652,1215,35.5,0.182962963,51823,1,0.769547325,0.020576132,0.003292181,0.003292181,0.181069959,0.16555,0.273829,0.203129,0
20189,G2001890,Kansas,Stevens,2034,-0.735988201,3190,34.8,0.149918078,56991,0.312,0.849529781,0.003134796,0.006269592,0.006269592,0.13322884,0.33543,0.09626,0.180639,0.020789
20191,G2001910,Kansas,Sumner,9141,-0.394048791,17735,39.9,0.191697115,48105,0.629,0.929235974,0.005356639,0.013250634,0.000225543,0.036932619,0.15461,0.251659,0.186469,0.01413
20193,G2001930,Kansas,Thomas,3474,-0.630397237,5910,36.2,0.270292208,48029,0.308,0.956852792,0.012690355,0.001692047,0.000676819,0.024534687,0.130889,0.205189,0.17646,0.01696
20195,G2001950,Kansas,Trego,1579,-0.614312856,2300,46.8,0.172709924,44063,1,0.97826087,0.00173913,0.00173913,0.00173913,0.013043478,0.13662,0.286899,0.21593,0
20197,G2001970,Kansas,Wabaunsee,3267,-0.409550046,5240,41.6,0.194576692,55817,1,0.958969466,0.007633588,0.000763359,0.000763359,0.019083969,0.166879,0.119519,0.08209,0
20199,G2001990,Kansas,Wallace,798,-0.815789474,1085,45.1,0.230113636,46932,1,0.97235023,0.003686636,0.003686636,0.003686636,0.023041475,0.184509,0.33131,0.156229,0
20201,G2002010,Kansas,Washington,2889,-0.620283835,4420,46,0.178236848,42962,1,0.981900453,0.00678733,0.004524887,0.002262443,0.002262443,0.4118,0.210729,0.22193,0
20203,G2002030,Kansas,Wichita,987,-0.672745694,1420,38.3,0.150993378,51098,1,0.897887324,0,0.007042254,0.002816901,0.088028169,0.116379,0.22471,0.304829,0
20205,G2002050,Kansas,Wilson,3717,-0.539951574,7075,44.1,0.116798511,40414,0.727,0.958303887,0.001413428,0.007067138,0.002826855,0.015547703,0.23456,0.181849,0.085019,0
20207,G2002070,Kansas,Woodson,1447,-0.452660677,2635,48.8,0.164541341,30852,1,0.967741936,0,0.007590133,0.003795066,0.007590133,0.173469,0.22605,0.120879,0
20209,G2002090,Kansas,Wyandotte,50738,0.370649218,97285,33,0.154185067,39163,0.061,0.562882253,0.283908105,0.005653492,0.016446523,0.115536825,0.156009,0.0535,0.15753,0.01366
21001,G2100010,Kentucky,Adair,7600,-0.550131579,14330,39.4,0.150501132,31169,0.755,0.948709002,0.030355897,0.000279135,0.002442428,0.011165387,0.24003,0.10779,0.0075,0
21003,G2100030,Kentucky,Allen,7100,-0.475492958,14990,39.3,0.110209249,36123,0.787,0.974649767,0.012675117,0.001334223,0,0.008672448,0.23061,0.069299,0.00511,0
21005,G2100050,Kentucky,Anderson,10320,-0.339825581,15990,38.3,0.195936139,52294,0.417,0.957160726,0.030331457,0.000250156,0.001250782,0.006566604,0.442139,0.08781,0.039679,0
21007,G2100070,Kentucky,Ballard,3895,-0.374326059,6455,41.6,0.119931857,41989,1,0.945778466,0.027110767,0.001549187,0.003098373,0.01394268,0.70809,0.09359,0.02121,0
21009,G2100090,Kentucky,Barren,16568,-0.333293095,31790,39.9,0.135407263,37587,0.633,0.933312362,0.043252595,0.000629129,0.002359232,0.016514627,0.37325,0.07031,0.01669,0.00906
21011,G2100110,Kentucky,Bath,4122,-0.122513343,8705,40.4,0.132919412,29632,1,0.971855256,0.022975302,0,0,0,0.272449,0.095159,0.00285,0.058149
21013,G2100130,Kentucky,Bell,9482,-0.517085003,22280,41.1,0.107274844,25952,0.625,0.957360862,0.024012567,0.003590664,0.001795332,0.002692998,0.623779,0.0924,0.01297,0
21015,G2100150,Kentucky,Boone,52511,-0.386452362,83160,35.7,0.288629738,67125,0.133,0.935606061,0.023869649,0.002465127,0.007455507,0.023929774,0.28916,0.03934,0.164129,0
21017,G2100170,Kentucky,Bourbon,7923,-0.20408936,14490,40.4,0.159725267,40894,0.447,0.912353347,0.069013112,0.002070393,0.002070393,0.011732229,0.296819,0.16502,0.044679,0.02182
21019,G2100190,Kentucky,Boyd,19049,-0.163158171,38565,41.6,0.159346446,39076,0.253,0.9476209,0.030986646,0.001426164,0.004408142,0.009594192,0.429509,0.11425,0.039359,0
21021,G2100210,Kentucky,Boyle,12373,-0.261213934,21890,40.8,0.237179487,41037,0.348,0.894700777,0.06852444,0.003426222,0.003883052,0.012791229,0.62472,0.10523,0.050609,0
21023,G2100230,Kentucky,Bracken,3232,-0.27289604,6240,39.7,0.148838034,38724,1,0.992788462,0.001602564,0.001602564,0,0,0.34048,0.09826,0.08895,0
21025,G2100250,Kentucky,Breathitt,5008,-0.350638978,10750,40.4,0.102222688,23049,0.815,0.979069767,0.005581395,0.001395349,0.00372093,0.00372093,0.11262,0.03228,0.00252,0
21027,G2100270,Kentucky,Breckinridge,7969,-0.27606977,15095,41.8,0.088061767,39695,1,0.965551507,0.024842663,0.000993707,0.001656178,0.001656178,0.310089,0.0845,0.13071,0
21029,G2100290,Kentucky,Bullitt,31779,-0.356682086,55625,38.2,0.124851845,53922,0.304,0.969258427,0.006651685,0.003595506,0.002696629,0.009617978,0.25887,0.02857,0.04109,0.00385
21031,G2100310,Kentucky,Butler,5060,-0.478853755,9610,40.3,0.074722508,36237,1,0.98074922,0.002601457,0.00780437,0,0.00780437,0.650509,0.01332,0.00749,0.01812
21033,G2100330,Kentucky,Caldwell,5860,-0.350170649,10075,42.2,0.165582626,37778,0.546,0.934491315,0.04764268,0.001488834,0.000992556,0.008436725,0.7872,0.08025,0.00955,0.023719
21035,G2100350,Kentucky,Calloway,15072,-0.273553609,29590,33.6,0.281158129,39037,0.487,0.93697195,0.034302129,0.002365664,0.004562352,0.013349104,0.4446,0.104329,0.023179,0.01183
21037,G2100370,Kentucky,Campbell,40177,-0.227991139,68705,36.9,0.275188652,53580,0.153,0.955752856,0.021614147,0.001309948,0.002765446,0.011134561,0.151689,0.06898,0.271209,0
21039,G2100390,Kentucky,Carlisle,2619,-0.41428026,3910,43.2,0.151038742,37768,1,0.975703325,0.006393862,0.012787724,0,0.00511509,0.38774,0.080129,0.039969,0
21041,G2100410,Kentucky,Carroll,3680,-0.100543478,7725,36.6,0.098502868,40938,0.522,0.952750809,0.014886731,0.003236246,0.008414239,0.014239482,0.33068,0.08343,0.050869,0.011099
21043,G2100430,Kentucky,Carter,8908,-0.212842389,21180,39.2,0.09256662,35415,0.794,0.975212465,0.006137866,0.000944287,0.001652502,0.008970727,0.22615,0.02403,0.00368,0.005589
21045,G2100450,Kentucky,Casey,6091,-0.626826465,12020,41.1,0.091333822,28416,1,0.983361065,0.008319468,0.002911814,0,0.004159734,0.342839,0.0974,0.01955,0
21047,G2100470,Kentucky,Christian,21955,-0.237895696,51560,28.9,0.142442478,37750,0.286,0.728665632,0.205779674,0.004266874,0.008048875,0.038886734,0.373839,0.07928,0.043719,0.008339
21049,G2100490,Kentucky,Clark,15416,-0.305072652,27000,40.3,0.183326572,45486,0.275,0.930925926,0.047592593,0.001851852,0.002037037,0.011666667,0.36256,0.102689,0.0205,0.01424
21051,G2100510,Kentucky,Clay,7383,-0.686035487,16865,37.4,0.074363079,22296,0.786,0.928550252,0.054847317,0.005632968,0,0.008004744,0.41049,0.02375,0.00318,0
21053,G2100530,Kentucky,Clinton,4393,-0.641247439,7700,41.5,0.078717618,26885,1,0.97987013,0.01038961,0,0.001948052,0.000519481,0.34949,0.13405,0.00633,0
21055,G2100550,Kentucky,Crittenden,3854,-0.487545407,7155,42.4,0.104201681,32839,0.708,0.981830888,0.008385744,0.002096436,0.00055905,0.002795248,0.55749,0.0642,0.02555,0
21057,G2100570,Kentucky,Cumberland,2854,-0.566573231,5285,43.3,0.121788176,29885,1,0.957426679,0.031220435,0,0,0.005676443,0.215719,0.17299,0.00948,0
21059,G2100590,Kentucky,Daviess,42087,-0.211086559,72340,39,0.19036513,45507,0.27,0.92970694,0.046239978,0.001036771,0.004147083,0.013685375,0.4173,0.07817,0.190919,0.005759
21061,G2100610,Kentucky,Edmonson,4668,-0.398029135,9370,41.7,0.093172983,35243,1,0.968516542,0.01280683,0.001067236,0,0.013340448,0.14283,0,0.005179,0
21063,G2100630,Kentucky,Elliott,2399,0.025010421,6180,40.9,0.059988891,24841,1,0.957928803,0.036407767,0,0,0.004045307,0.02012,0.031199,0,0
21065,G2100650,Kentucky,Estill,5184,-0.461612654,11335,41.7,0.074487715,28684,0.761,0.981473313,0.003528893,0.001323335,0,0.000882223,0.36962,0.06114,0.00498,0
21067,G2100670,Kentucky,Fayette,125866,0.01020927,217030,33.8,0.398927485,48779,0.031,0.814679998,0.139312537,0.002303829,0.013569553,0.018154172,0.28372,0.10529,0.0875,0.007469
21069,G2100690,Kentucky,Fleming,5782,-0.323244552,10810,39.9,0.130220626,32677,0.805,0.976873266,0.012025902,0.001387604,0,0.004162812,0.2309,0.11904,0.01115,0
21071,G2100710,Kentucky,Floyd,14890,-0.339220954,30445,39.9,0.119030179,29237,0.839,0.98292002,0.009196912,0.001313845,0.000131384,0.002299228,0.225879,0.06626,0.005799,0.00991
21073,G2100730,Kentucky,Franklin,23337,0.008141578,37700,39.7,0.274442895,47086,0.276,0.867771883,0.111538462,0.000928382,0.004774536,0.007161804,0.39381,0.11734,0.03877,0.010429
21075,G2100750,Kentucky,Fulton,2481,-0.162434502,5320,42.8,0.123369903,36813,0.644,0.760338346,0.219924812,0.002819549,0.002819549,0.007518797,0.591809,0.150449,0.032729,0.05989
21077,G2100770,Kentucky,Gallatin,3061,-0.169879125,6250,39.4,0.089438284,43860,1,0.9384,0.0096,0,0.0048,0.0384,0.344629,0.05856,0.044009,0
21079,G2100790,Kentucky,Garrard,7077,-0.515613961,12845,41.7,0.158082308,44115,0.779,0.963799144,0.013623978,0.002724796,0,0.008174387,0.45542,0.05753,0.00775,0
21081,G2100810,Kentucky,Grant,8608,-0.331552045,17620,35.3,0.119610216,46011,0.65,0.968785471,0.004540295,0.000227015,0.000567537,0.010783201,0.45929,0.04278,0.02332,0.007299
21083,G2100830,Kentucky,Graves,15503,-0.396826421,27140,40,0.155415327,36698,0.694,0.9316507,0.04568902,0.00036846,0.003131909,0.014185704,0.607279,0.06473,0.059159,0.00471
21085,G2100850,Kentucky,Grayson,9271,-0.39477942,19415,39.2,0.087086226,33290,0.736,0.978367242,0.009013649,0.000515066,0.001287664,0,0.2988,0.03057,0.081569,0.00287
21087,G2100870,Kentucky,Green,4856,-0.508443163,8755,43.4,0.104316094,33573,1,0.960022844,0.02055968,0.002284409,0.001142204,0.006853227,0.742409,0.122219,0.005509,0
21089,G2100890,Kentucky,Greenup,15168,-0.186445148,28450,42,0.159796202,43808,0.393,0.977680141,0.006678383,0.002987698,0.002108963,0.005272408,0.3198,0.064159,0.001159,0.020289
21091,G2100910,Kentucky,Hancock,4134,-0.091678761,6330,40,0.114394993,48867,0.893,0.975513428,0.012638231,0.002369668,0,0.003949447,0.77385,0.119909,0.085579,0
21093,G2100930,Kentucky,Hardin,39218,-0.20763425,75975,35.5,0.197783753,49257,0.342,0.813030602,0.112800263,0.002566634,0.016321158,0.036920039,0.34586,0.04731,0.066189,0.012699
21095,G2100950,Kentucky,Harlan,10657,-0.640142629,22440,40.6,0.106748589,26758,0.542,0.966354724,0.022504456,0.00245098,0,0.003565062,0.41506,0.052049,0.00707,0.00512
21097,G2100970,Kentucky,Harrison,7163,-0.291079157,14170,41.6,0.139759222,36393,0.659,0.956951306,0.019407198,0.004940014,0.001764291,0.01340861,0.359389,0.142789,0.03714,0
21099,G2100990,Kentucky,Hart,6622,-0.298097252,13680,40.6,0.083666639,32445,0.872,0.925438597,0.057748538,0.000730994,0.001096491,0.009137427,0.423649,0.07017,0.011259,0
21101,G2101010,Kentucky,Henderson,18622,-0.118408334,35005,39.4,0.166191923,42266,0.382,0.904870733,0.075560634,0.002428225,0.001856878,0.009855735,0.37472,0.09587,0.092709,0.0072
21103,G2101030,Kentucky,Henry,6590,-0.213960546,11430,40.6,0.134604385,43083,1,0.946631671,0.030621172,0.003062117,0,0.009186352,0.36735,0.103459,0.013359,0
21105,G2101050,Kentucky,Hickman,2139,-0.348293595,3835,44.7,0.129825565,36125,1,0.889178618,0.087353325,0,0.010430248,0.007822686,0.87658,0.11404,0.037329,0
21107,G2101070,Kentucky,Hopkins,19767,-0.399251277,35820,40.3,0.142730034,40501,0.471,0.916108319,0.060022334,0.001395868,0.003629257,0.009491904,0.43775,0.0935,0.01682,0.012429
21109,G2101090,Kentucky,Jackson,5061,-0.741553053,10325,39,0.0674946,22213,1,0.985472155,0,0,0,0.005326877,0.23662,0.021489,0.00356,0.00245
21111,G2101110,Kentucky,Jefferson,339579,0.111190621,543690,37.8,0.298131997,46701,0.014,0.766282256,0.191395832,0.001636962,0.01216686,0.016314444,0.24308,0.065579,0.162759,0.006379
21113,G2101130,Kentucky,Jessamine,20633,-0.39897252,35155,35.6,0.274370208,48299,0.259,0.945526952,0.026454274,0.002275636,0.003697909,0.012231546,0.15805,0.073129,0.016879,0.024059
21115,G2101150,Kentucky,Johnson,9035,-0.594576646,18010,39.7,0.098024691,34466,0.73,0.986396446,0.004441977,0.001110494,0.001110494,0.006662965,0.21309,0.0396,0.01392,0.0134
21117,G2101170,Kentucky,Kenton,67704,-0.24325003,117565,36.2,0.28075894,53900,0.07,0.933143368,0.040233063,0.001828776,0.004167907,0.01263131,0.143229,0.05575,0.266089,0.01516
21119,G2101190,Kentucky,Knott,5693,-0.476023186,12810,41.1,0.131150458,32482,1,0.983606557,0.007025761,0,0.000312256,0.00234192,0.20384,0.014869,0,0
21121,G2101210,Kentucky,Knox,11100,-0.539009009,24020,38.8,0.095869648,24193,0.629,0.971065779,0.01498751,0.002914238,0,0.005828476,0.480949,0.02694,0.021269,0
21123,G2101230,Kentucky,Larue,5764,-0.377862595,10735,39.5,0.104702842,39103,0.76,0.941779227,0.031206334,0.001397299,0,0.013507219,0.474879,0.050869,0.02607,0
21125,G2101250,Kentucky,Laurel,22408,-0.635755088,44085,37.6,0.13065554,36835,0.568,0.97720313,0.007485539,0.001814676,0.00249518,0.00374277,0.390199,0.026829,0.008699,0
21127,G2101270,Kentucky,Lawrence,5592,-0.442596567,12170,39.5,0.097801995,32622,0.771,0.985620378,0.002054232,0,0,0.00451931,0.2454,0.05485,0.00542,0
21129,G2101290,Kentucky,Lee,2623,-0.526877621,6245,41.2,0.054670913,22789,1,0.978382706,0.011208967,0.000640512,0.000640512,0.000640512,0.217319,0.03144,0.01471,0.01775
21131,G2101310,Kentucky,Leslie,4950,-0.809292929,8835,41.8,0.082317073,26386,1,0.991511036,0.002263724,0.000452745,0.001697793,0.000452745,0.240849,0.06693,0,0
21133,G2101330,Kentucky,Letcher,8758,-0.583352364,18920,41.3,0.108434441,29532,1,0.986786469,0.004756871,0.000528541,0.000792812,0.003699789,0.21249,0.03789,0.00196,0
21135,G2101350,Kentucky,Lewis,4769,-0.41602013,10585,40.3,0.103718404,27311,1,0.963155409,0.009919698,0.000377893,0.000377893,0.010864431,0.21759,0.059049,0.00288,0
21137,G2101370,Kentucky,Lincoln,9152,-0.418924825,18485,39.2,0.083448649,34454,0.817,0.959156073,0.024344063,0.000216392,0,0.007303219,0.53144,0.055689,0.004,0
21139,G2101390,Kentucky,Livingston,4511,-0.386388827,7520,44.7,0.112219451,40101,0.954,0.979388298,0.006648936,0.001329787,0,0.005319149,0.47473,0.08268,0.010609,0
21141,G2101410,Kentucky,Logan,10510,-0.326355852,20015,40.5,0.115739216,35962,0.75,0.91481389,0.073444916,0.000499625,0,0.00849363,0.548159,0.07356,0.018629,0.008009
21143,G2101430,Kentucky,Lyon,3839,-0.270643397,7100,47.7,0.140276942,38414,1,0.913380282,0.078169014,0,0,0.002816901,0.50625,0.125209,0.013589,0
21145,G2101450,Kentucky,McCracken,30551,-0.324604759,50160,42.1,0.211982168,44757,0.278,0.876196172,0.09469697,0.002192982,0.005183413,0.007575758,0.54674,0.093129,0.065709,0.010869
21147,G2101470,Kentucky,McCreary,5707,-0.612405817,13950,38.6,0.068262411,21758,1,0.895698925,0.07562724,0.004301075,0,0.01218638,0.17956,0.021359,0.00229,0.01355
21149,G2101490,Kentucky,McLean,4200,-0.303095238,7260,42.2,0.104926033,40563,1,0.983471074,0.004132231,0.002066116,0,0.003443526,0.50498,0.1535,0.02571,0
21151,G2101510,Kentucky,Madison,33322,-0.288578117,64375,33.6,0.266611977,42020,0.385,0.924737864,0.042330097,0.001320388,0.005747573,0.011572816,0.289939,0.055429,0.024179,0.01089
21153,G2101530,Kentucky,Magoffin,4906,-0.399103139,10045,39.4,0.096425788,25461,1,0.985564958,0.003484321,0.00099552,0,0.003484321,0.231229,0.018679,0.00233,0
21155,G2101550,Kentucky,Marion,7318,-0.052200055,14735,38.2,0.120080501,37710,0.715,0.892432983,0.090939939,0,0.000271463,0.013233797,0.232139,0.04985,0.328509,0.01357
21157,G2101570,Kentucky,Marshall,15719,-0.342260958,24725,43.9,0.160662123,44802,0.859,0.979979778,0.003842265,0.000606673,0.001011122,0.008897877,0.46925,0.0947,0.024899,0
21159,G2101590,Kentucky,Martin,3824,-0.681485356,10035,38.6,0.091568956,25340,1,0.878425511,0.08570005,0.005480817,0.000398605,0.022919781,0.193979,0.01323,0.00101,0
21161,G2101610,Kentucky,Mason,6881,-0.233250981,13065,40.8,0.142712123,39192,0.554,0.920780712,0.068886338,0.000306162,0.000765404,0.000765404,0.27387,0.21852,0.068609,0.024239
21163,G2101630,Kentucky,Meade,10916,-0.227555881,20775,35.6,0.123526562,45629,0.859,0.924669073,0.038748496,0.003128761,0.002888087,0.022141998,0.36941,0.04349,0.147789,0.030589
21165,G2101650,Kentucky,Menifee,2598,-0.167821401,4865,41.6,0.104481024,25988,1,0.968139774,0.014388489,0.002055498,0.000822199,0.003083248,0.112269,0.005389,0,0
21167,G2101670,Kentucky,Mercer,9939,-0.387765369,16165,42.3,0.177929913,44431,0.591,0.939065883,0.03897309,0,0.001546551,0.010825858,0.635179,0.07984,0.03975,0.023579
21169,G2101690,Kentucky,Metcalfe,4184,-0.298996176,7670,41.9,0.074913395,34100,1,0.966101695,0.022164276,0,0,0.006518905,0.574019,0.077329,0.00792,0.03852
21171,G2101710,Kentucky,Monroe,4746,-0.595448799,8285,42.1,0.105353602,27586,1,0.95896198,0.024140012,0,0,0.009052505,0.43318,0.047609,0.00584,0.026179
21173,G2101730,Kentucky,Montgomery,10248,-0.263173302,19770,37.3,0.15402286,35832,0.591,0.949418311,0.033636823,0.000758725,0,0.010369246,0.25922,0.07506,0.01106,0
21175,G2101750,Kentucky,Morgan,4472,-0.36940966,10830,38.6,0.10797596,29154,1,0.945521699,0.04478301,0,0.001846722,0.003693444,0.18674,0.02262,0.00373,0
21177,G2101770,Kentucky,Muhlenberg,12739,-0.2347908,24450,41,0.107159143,38835,0.684,0.938445808,0.048261759,0.001840491,0,0.004907975,0.623669,0.06102,0.00778,0.00778
21179,G2101790,Kentucky,Nelson,18533,-0.165218799,31850,37.5,0.150029492,43722,0.569,0.934536892,0.050863422,0.00188383,0.001569859,0.005808477,0.239909,0.05495,0.230379,0.00536
21181,G2101810,Kentucky,Nicholas,2581,-0.246028671,5375,39.4,0.12553495,41832,1,0.986976744,0.004651163,0,0.000744186,0.008372093,0.225789,0.147439,0.010929,0
21183,G2101830,Kentucky,Ohio,9646,-0.361082314,17670,39,0.093102382,38286,0.735,0.971986418,0.013016412,0.000226372,0.000565931,0.011035654,0.534389,0.0437,0.02223,0.00524
21185,G2101850,Kentucky,Oldham,29884,-0.366048722,42905,39.2,0.392936093,83164,0.203,0.913296819,0.050227246,0.002447267,0.007341802,0.018762382,0.20336,0.113189,0.12375,0.021539
21187,G2101870,Kentucky,Owen,4557,-0.322580645,8225,40.6,0.180975413,41719,1,0.961702128,0.017021277,0.002431611,0.002431611,0.012158055,0.50392,0.045659,0.018449,0
21189,G2101890,Kentucky,Owsley,1580,-0.630379747,3760,43.9,0.108867428,19624,1,0.97606383,0.011968085,0,0.011968085,0,0.197479,0.12723,0.00778,0
21191,G2101910,Kentucky,Pendleton,5534,-0.306649801,11145,39.4,0.118287225,48761,1,0.979362943,0.006280843,0.000358905,0,0.008972633,0.49217,0.05149,0.03764,0
21193,G2101930,Kentucky,Perry,10241,-0.585196758,22330,41.2,0.136796274,32676,0.741,0.96708464,0.011419615,0.00335871,0.00447828,0.002463054,0.28716,0.02755,0.006549,0.01048
21195,G2101950,Kentucky,Pike,23636,-0.505330851,50375,40.5,0.124054596,33227,0.878,0.983325062,0.005359801,0.000595533,0.002779156,0.00426799,0.272509,0.03425,0.004509,0.00323
21197,G2101970,Kentucky,Powell,4481,-0.255746485,9465,37.9,0.123308806,27555,0.671,0.978869519,0.008452192,0,0.00264131,0.006867406,0.31325,0.037979,0.006179,0
21199,G2101990,Kentucky,Pulaski,26003,-0.605237857,48330,40.9,0.140266132,32788,0.539,0.965756259,0.011690461,0.00248293,0.003724395,0.009517898,0.50529,0.056909,0.0115,0.006849
21201,G2102010,Kentucky,Robertson,935,-0.255614973,1680,38.6,0.10303458,29136,1,1,0,0.002380952,0,0,0.155569,0.07537,0,0
21203,G2102030,Kentucky,Rockcastle,6216,-0.632400257,13140,41.3,0.103213739,28178,0.837,0.98021309,0.00304414,0.00913242,0.000304414,0.001141553,0.53899,0,0.00281,0
21205,G2102050,Kentucky,Rowan,7665,-0.077886497,18680,32,0.239303044,33615,0.688,0.962259101,0.011509636,0.000214133,0.005888651,0.007226981,0.12874,0.041229,0.01564,0
21207,G2102070,Kentucky,Russell,7909,-0.619673789,13375,41.2,0.114560417,29465,1,0.977570094,0.01046729,0.003364486,0,0.005607477,0.36641,0.12229,0.009509,0
21209,G2102090,Kentucky,Scott,20573,-0.250182278,33720,35.2,0.269605737,60553,0.325,0.917852906,0.052935943,0.003706999,0.003558719,0.011862396,0.280899,0.06156,0.04221,0.01266
21211,G2102110,Kentucky,Shelby,18663,-0.276268553,29925,38.2,0.235875259,56267,0.47,0.888220551,0.079197995,0.001503759,0.002005013,0.019214703,0.401199,0.078239,0.05585,0.0139
